model,sparsity,pruning_data,dataset,acc,bleu,ppl,f1,dataset_group,pruning_group,metric,value,percentage,percentage_wrt_task
Mistral,0.1,RACE,Wikitext,,,9.848821640014648,,Language Modeling,Question Answering,ppl,9.849,0.9858268009316722,1.0007595962898999
Mistral,0.1,RedPajama,C4,,,15.62816047668457,,Language Modeling,Language Modeling,ppl,15.628,0.9918473521652176,1.0
Mistral,0.1,RedPajama,OSCAR,,,10.845905303955078,,Language Modeling,Language Modeling,ppl,10.846,0.9922336327271947,1.0
Mistral,0.1,RedPajama,Pile,,,6.882167339324951,,Language Modeling,Language Modeling,ppl,6.882,0.9930117548379399,1.0
Mistral,0.1,RedPajama,RedPajama,,,15.507447242736816,,Language Modeling,Language Modeling,ppl,15.507,0.9901319970921366,1.0
Mistral,0.1,RedPajama,Wikitext,,,9.846184730529783,,Language Modeling,Language Modeling,ppl,9.846,0.9860908154827855,1.0
Mistral,0.1,RTE,C4,,,15.633094787597656,,Language Modeling,NLI,ppl,15.633,0.9915342930249514,1.0005836061180995
Mistral,0.1,RTE,OSCAR,,,10.8447904586792,,Language Modeling,NLI,ppl,10.845,0.9923356344193647,1.0005836061180995
Mistral,0.1,RTE,Pile,,,6.8825812339782715,,Language Modeling,NLI,ppl,6.883,0.9929520385422597,1.0005836061180995
Mistral,0.1,RTE,RedPajama,,,15.501230239868164,,Language Modeling,NLI,ppl,15.501,0.9905291045069039,1.0005836061180995
Mistral,0.1,RTE,Wikitext,,,9.849542617797852,,Language Modeling,NLI,ppl,9.85,0.9857546392842599,1.0005836061180995
Mistral,0.1,SVAMP,C4,,,15.658501625061035,,Language Modeling,Mathematical Reasoning,ppl,15.659,0.9899254704680133,1.0016054845350053
Mistral,0.1,SVAMP,OSCAR,,,10.86316204071045,,Language Modeling,Mathematical Reasoning,ppl,10.863,0.9906574144460322,1.0016054845350053
Mistral,0.1,SVAMP,Pile,,,6.892602443695068,,Language Modeling,Mathematical Reasoning,ppl,6.893,0.991508377646649,1.0016054845350053
Mistral,0.1,SVAMP,RedPajama,,,15.537149429321287,,Language Modeling,Mathematical Reasoning,ppl,15.537,0.9882391733502612,1.0016054845350053
Mistral,0.1,SVAMP,Wikitext,,,9.858275413513184,,Language Modeling,Mathematical Reasoning,ppl,9.858,0.9848814242918575,1.0016054845350053
Mistral,0.1,Wikitext,C4,,,15.637332916259766,,Language Modeling,Language Modeling,ppl,15.637,0.9912655611427796,1.0
Mistral,0.1,Wikitext,OSCAR,,,10.849822998046877,,Language Modeling,Language Modeling,ppl,10.85,0.9918753533486907,1.0
Mistral,0.1,Wikitext,Pile,,,6.8886613845825195,,Language Modeling,Language Modeling,ppl,6.889,0.9920756276403326,1.0
Mistral,0.1,Wikitext,RedPajama,,,15.507647514343262,,Language Modeling,Language Modeling,ppl,15.508,0.9901192101542424,1.0
Mistral,0.1,Wikitext,Wikitext,,,9.848129272460938,,Language Modeling,Language Modeling,ppl,9.848,0.9858961089668999,1.0
Mistral,0.1,WinoGrande,C4,,,15.642889976501465,,Language Modeling,Question Answering,ppl,15.643,0.9909134188949554,1.0007595962898999
Mistral,0.1,WinoGrande,OSCAR,,,10.857112884521484,,Language Modeling,Question Answering,ppl,10.857,0.9912093697856772,1.0007595962898999
Mistral,0.1,WinoGrande,Pile,,,6.889440536499023,,Language Modeling,Question Answering,ppl,6.889,0.9919634301951994,1.0007595962898999
Mistral,0.1,WinoGrande,RedPajama,,,15.524115562438965,,Language Modeling,Question Answering,ppl,15.524,0.989068887467084,1.0007595962898999
Mistral,0.1,WinoGrande,Wikitext,,,9.85736083984375,,Language Modeling,Question Answering,ppl,9.857,0.9849728023628044,1.0007595962898999
Mistral,0.1,WMT14,C4,,,15.612441062927246,,Language Modeling,Translation,ppl,15.612,0.9928459954170927,0.9991075595159019
Mistral,0.1,WMT14,OSCAR,,,10.835551261901855,,Language Modeling,Translation,ppl,10.836,0.9931817735749984,0.9991075595159019
Mistral,0.1,WMT14,Pile,,,6.876820087432861,,Language Modeling,Translation,ppl,6.877,0.9937838971824268,0.9991075595159019
Mistral,0.1,WMT14,RedPajama,,,15.491288185119627,,Language Modeling,Translation,ppl,15.491,0.9911648098445972,0.9991075595159019
Mistral,0.1,WMT14,Wikitext,,,9.839327812194824,,Language Modeling,Translation,ppl,9.839,0.9867780112264053,0.9991075595159019
Mistral,0.1,ANLI,ANLI,0.322,,,,NLI,NLI,acc,0.322,0.9907692307692307,1.0
Mistral,0.1,ANLI,BoolQ,0.7926605504587156,,,,Question Answering,NLI,acc,0.793,1.0027079303675048,0.9989539436325054
Mistral,0.1,ANLI,CommonsenseQA,0.6576576576576577,,,,Question Answering,NLI,acc,0.658,1.006265664160401,0.9989539436325054
Mistral,0.1,ANLI,e-SNLI,0.5448900651465798,,,,NLI,NLI,acc,0.545,1.0096190116937005,1.0
Mistral,0.1,ANLI,MAWPS,0.6115384615384616,,,,Mathematical Reasoning,NLI,acc,0.612,1.0095238095238097,0.9957805907172996
Mistral,0.1,ANLI,RACE,0.7478719092014593,,,,Question Answering,NLI,acc,0.748,0.9972972972972973,0.9989539436325054
Mistral,0.1,ANLI,RTE,0.5270758122743683,,,,NLI,NLI,acc,0.527,1.0,1.0
Mistral,0.1,ANLI,SVAMP,0.4633333333333333,,,,Mathematical Reasoning,NLI,acc,0.463,0.9391891891891893,0.9957805907172996
Mistral,0.1,ANLI,WinoGrande,0.585635359116022,,,,Question Answering,NLI,acc,0.586,0.9893333333333333,0.9989539436325054
Mistral,0.1,BoolQ,ANLI,0.319,,,,NLI,Question Answering,acc,0.319,0.9815384615384615,0.9977343191032673
Mistral,0.1,BoolQ,BoolQ,0.7966360856269113,,,,Question Answering,Question Answering,acc,0.797,1.0077369439071566,1.0
Mistral,0.1,BoolQ,CommonsenseQA,0.6511056511056511,,,,Question Answering,Question Answering,acc,0.651,0.9962406015037595,1.0
Mistral,0.1,BoolQ,e-SNLI,0.5352198697068404,,,,NLI,Question Answering,acc,0.535,0.9917012448132781,0.9977343191032673
Mistral,0.1,BoolQ,MAWPS,0.6115384615384616,,,,Mathematical Reasoning,Question Answering,acc,0.612,1.0095238095238097,1.000210970464135
Mistral,0.1,BoolQ,RACE,0.7482772598297527,,,,Question Answering,Question Answering,acc,0.748,0.9978378378378377,1.0
Mistral,0.1,BoolQ,RTE,0.5270758122743683,,,,NLI,Question Answering,acc,0.527,1.0,0.9977343191032673
Mistral,0.1,BoolQ,SVAMP,0.46,,,,Mathematical Reasoning,Question Answering,acc,0.46,0.9324324324324326,1.000210970464135
Mistral,0.1,BoolQ,WinoGrande,0.5919494869771112,,,,Question Answering,Question Answering,acc,0.592,1.0,1.0
Mistral,0.1,C4,ANLI,0.324,,,,NLI,Language Modeling,acc,0.324,0.9969230769230769,1.0025280228953015
Mistral,0.1,C4,BoolQ,0.7935779816513762,,,,Question Answering,Language Modeling,acc,0.794,1.0038684719535784,0.9986192055949072
Mistral,0.1,C4,CommonsenseQA,0.6494676494676495,,,,Question Answering,Language Modeling,acc,0.649,0.993734335839599,0.9986192055949072
Mistral,0.1,C4,e-SNLI,0.5464169381107492,,,,NLI,Language Modeling,acc,0.546,1.012448132780083,1.0025280228953015
Mistral,0.1,C4,MAWPS,0.6076923076923076,,,,Mathematical Reasoning,Language Modeling,acc,0.608,1.0031746031746032,1.0027004219409286
Mistral,0.1,C4,RACE,0.7476692338873125,,,,Question Answering,Language Modeling,acc,0.748,0.997027027027027,0.9986192055949072
Mistral,0.1,C4,RTE,0.5270758122743683,,,,NLI,Language Modeling,acc,0.527,1.0,1.0025280228953015
Mistral,0.1,C4,SVAMP,0.4733333333333333,,,,Mathematical Reasoning,Language Modeling,acc,0.473,0.9594594594594594,1.0027004219409286
Mistral,0.1,C4,WinoGrande,0.5990528808208366,,,,Question Answering,Language Modeling,acc,0.599,1.012,0.9986192055949072
Mistral,0.1,CommonsenseQA,ANLI,0.294,,,,NLI,Question Answering,acc,0.294,0.9046153846153845,0.9977343191032673
Mistral,0.1,CommonsenseQA,BoolQ,0.7941896024464832,,,,Question Answering,Question Answering,acc,0.794,1.004642166344294,1.0
Mistral,0.1,CommonsenseQA,CommonsenseQA,0.6543816543816544,,,,Question Answering,Question Answering,acc,0.654,1.0012531328320804,1.0
Mistral,0.1,CommonsenseQA,e-SNLI,0.5606677524429967,,,,NLI,Question Answering,acc,0.561,1.038853262919653,0.9977343191032673
Mistral,0.1,CommonsenseQA,MAWPS,0.6076923076923076,,,,Mathematical Reasoning,Question Answering,acc,0.608,1.0031746031746032,1.000210970464135
Mistral,0.1,CommonsenseQA,RACE,0.748074584515606,,,,Question Answering,Question Answering,acc,0.748,0.9975675675675676,1.0
Mistral,0.1,CommonsenseQA,RTE,0.5234657039711191,,,,NLI,Question Answering,acc,0.523,0.9931506849315067,0.9977343191032673
Mistral,0.1,CommonsenseQA,SVAMP,0.4766666666666667,,,,Mathematical Reasoning,Question Answering,acc,0.477,0.9662162162162163,1.000210970464135
Mistral,0.1,CommonsenseQA,WinoGrande,0.5887924230465666,,,,Question Answering,Question Answering,acc,0.589,0.9946666666666667,1.0
Mistral,0.1,DS1000,ANLI,0.329,,,,NLI,Coding,acc,0.329,1.0123076923076924,1.006677796327212
Mistral,0.1,DS1000,BoolQ,0.7938837920489297,,,,Question Answering,Coding,acc,0.794,1.0042553191489363,0.9978779999402253
Mistral,0.1,DS1000,CommonsenseQA,0.647010647010647,,,,Question Answering,Coding,acc,0.647,0.9899749373433585,0.9978779999402253
Mistral,0.1,DS1000,e-SNLI,0.5572068403908795,,,,NLI,Coding,acc,0.557,1.0324405884571861,1.006677796327212
Mistral,0.1,DS1000,MAWPS,0.6115384615384616,,,,Mathematical Reasoning,Coding,acc,0.612,1.0095238095238097,0.9926863572433193
Mistral,0.1,DS1000,RACE,0.7494933117146332,,,,Question Answering,Coding,acc,0.749,0.9994594594594595,0.9978779999402253
Mistral,0.1,DS1000,RTE,0.5270758122743683,,,,NLI,Coding,acc,0.527,1.0,1.006677796327212
Mistral,0.1,DS1000,SVAMP,0.4666666666666667,,,,Mathematical Reasoning,Coding,acc,0.467,0.945945945945946,0.9926863572433193
Mistral,0.1,DS1000,WinoGrande,0.5872138910812944,,,,Question Answering,Coding,acc,0.587,0.9920000000000001,0.9978779999402253
Mistral,0.1,e-SNLI,ANLI,0.319,,,,NLI,NLI,acc,0.319,0.9815384615384615,1.0
Mistral,0.1,e-SNLI,BoolQ,0.7951070336391437,,,,Question Answering,NLI,acc,0.795,1.0058027079303675,0.9989539436325054
Mistral,0.1,e-SNLI,CommonsenseQA,0.6576576576576577,,,,Question Answering,NLI,acc,0.658,1.006265664160401,0.9989539436325054
Mistral,0.1,e-SNLI,e-SNLI,0.5563925081433225,,,,NLI,NLI,acc,0.556,1.030931723877782,1.0
Mistral,0.1,e-SNLI,MAWPS,0.6096153846153847,,,,Mathematical Reasoning,NLI,acc,0.61,1.0063492063492065,0.9957805907172996
Mistral,0.1,e-SNLI,RACE,0.748074584515606,,,,Question Answering,NLI,acc,0.748,0.9975675675675676,0.9989539436325054
Mistral,0.1,e-SNLI,RTE,0.5270758122743683,,,,NLI,NLI,acc,0.527,1.0,1.0
Mistral,0.1,e-SNLI,SVAMP,0.4766666666666667,,,,Mathematical Reasoning,NLI,acc,0.477,0.9662162162162163,0.9957805907172996
Mistral,0.1,e-SNLI,WinoGrande,0.5872138910812944,,,,Question Answering,NLI,acc,0.587,0.9920000000000001,0.9989539436325054
Mistral,0.1,GSM8K,ANLI,0.31,,,,NLI,Mathematical Reasoning,acc,0.31,0.9538461538461538,0.9995230145480561
Mistral,0.1,GSM8K,BoolQ,0.7981651376146789,,,,Question Answering,Mathematical Reasoning,acc,0.798,1.0096711798839457,1.0019426761110612
Mistral,0.1,GSM8K,CommonsenseQA,0.6576576576576577,,,,Question Answering,Mathematical Reasoning,acc,0.658,1.006265664160401,1.0019426761110612
Mistral,0.1,GSM8K,e-SNLI,0.5494706840390879,,,,NLI,Mathematical Reasoning,acc,0.549,1.018106374952848,0.9995230145480561
Mistral,0.1,GSM8K,MAWPS,0.6076923076923076,,,,Mathematical Reasoning,Mathematical Reasoning,acc,0.608,1.0031746031746032,1.0
Mistral,0.1,GSM8K,RACE,0.7474665585731658,,,,Question Answering,Mathematical Reasoning,acc,0.747,0.9967567567567567,1.0019426761110612
Mistral,0.1,GSM8K,RTE,0.5270758122743683,,,,NLI,Mathematical Reasoning,acc,0.527,1.0,0.9995230145480561
Mistral,0.1,GSM8K,SVAMP,0.48,,,,Mathematical Reasoning,Mathematical Reasoning,acc,0.48,0.972972972972973,1.0
Mistral,0.1,GSM8K,WinoGrande,0.5927387529597474,,,,Question Answering,Mathematical Reasoning,acc,0.593,1.0013333333333334,1.0019426761110612
Mistral,0.1,IWSLT,ANLI,0.333,,,,NLI,Translation,acc,0.333,1.0246153846153847,1.020271881707608
Mistral,0.1,IWSLT,BoolQ,0.7926605504587156,,,,Question Answering,Translation,acc,0.793,1.0027079303675048,1.0011656056666367
Mistral,0.1,IWSLT,CommonsenseQA,0.6617526617526618,,,,Question Answering,Translation,acc,0.662,1.0125313283208022,1.0011656056666367
Mistral,0.1,IWSLT,e-SNLI,0.5620928338762216,,,,NLI,Translation,acc,0.562,1.04149377593361,1.020271881707608
Mistral,0.1,IWSLT,MAWPS,0.6057692307692307,,,,Mathematical Reasoning,Translation,acc,0.606,1.0,1.0063291139240507
Mistral,0.1,IWSLT,RACE,0.7513173895419538,,,,Question Answering,Translation,acc,0.751,1.0018918918918918,1.0011656056666367
Mistral,0.1,IWSLT,RTE,0.5270758122743683,,,,NLI,Translation,acc,0.527,1.0,1.020271881707608
Mistral,0.1,IWSLT,SVAMP,0.4866666666666667,,,,Mathematical Reasoning,Translation,acc,0.487,0.9864864864864866,1.0063291139240507
Mistral,0.1,IWSLT,WinoGrande,0.5927387529597474,,,,Question Answering,Translation,acc,0.593,1.0013333333333334,1.0011656056666367
Mistral,0.1,MAWPS,ANLI,0.315,,,,NLI,Mathematical Reasoning,acc,0.315,0.9692307692307692,0.9995230145480561
Mistral,0.1,MAWPS,BoolQ,0.7960244648318043,,,,Question Answering,Mathematical Reasoning,acc,0.796,1.0069632495164411,1.0019426761110612
Mistral,0.1,MAWPS,CommonsenseQA,0.6568386568386568,,,,Question Answering,Mathematical Reasoning,acc,0.657,1.005012531328321,1.0019426761110612
Mistral,0.1,MAWPS,e-SNLI,0.5602605863192183,,,,NLI,Mathematical Reasoning,acc,0.56,1.038098830629951,0.9995230145480561
Mistral,0.1,MAWPS,MAWPS,0.6115384615384616,,,,Mathematical Reasoning,Mathematical Reasoning,acc,0.612,1.0095238095238097,1.0
Mistral,0.1,MAWPS,RACE,0.7484799351438994,,,,Question Answering,Mathematical Reasoning,acc,0.748,0.998108108108108,1.0019426761110612
Mistral,0.1,MAWPS,RTE,0.5270758122743683,,,,NLI,Mathematical Reasoning,acc,0.527,1.0,0.9995230145480561
Mistral,0.1,MAWPS,SVAMP,0.4833333333333333,,,,Mathematical Reasoning,Mathematical Reasoning,acc,0.483,0.9797297297297297,1.0
Mistral,0.1,MAWPS,WinoGrande,0.5880031570639306,,,,Question Answering,Mathematical Reasoning,acc,0.588,0.9933333333333335,1.0019426761110612
Mistral,0.1,MBPP,ANLI,0.322,,,,NLI,Coding,acc,0.322,0.9907692307692307,1.006677796327212
Mistral,0.1,MBPP,BoolQ,0.7923547400611621,,,,Question Answering,Coding,acc,0.792,1.002321083172147,0.9978779999402253
Mistral,0.1,MBPP,CommonsenseQA,0.6543816543816544,,,,Question Answering,Coding,acc,0.654,1.0012531328320804,0.9978779999402253
Mistral,0.1,MBPP,e-SNLI,0.5485545602605864,,,,NLI,Coding,acc,0.549,1.0164089023010185,1.006677796327212
Mistral,0.1,MBPP,MAWPS,0.6096153846153847,,,,Mathematical Reasoning,Coding,acc,0.61,1.0063492063492065,0.9926863572433193
Mistral,0.1,MBPP,RACE,0.7484799351438994,,,,Question Answering,Coding,acc,0.748,0.998108108108108,0.9978779999402253
Mistral,0.1,MBPP,RTE,0.5270758122743683,,,,NLI,Coding,acc,0.527,1.0,1.006677796327212
Mistral,0.1,MBPP,SVAMP,0.47,,,,Mathematical Reasoning,Coding,acc,0.47,0.9527027027027027,0.9926863572433193
Mistral,0.1,MBPP,WinoGrande,0.5887924230465666,,,,Question Answering,Coding,acc,0.589,0.9946666666666667,0.9978779999402253
Mistral,0.1,RefineCode,ANLI,0.325,,,,NLI,Coding,acc,0.325,1.0,1.006677796327212
Mistral,0.1,RefineCode,BoolQ,0.7935779816513762,,,,Question Answering,Coding,acc,0.794,1.0038684719535784,0.9978779999402253
Mistral,0.1,RefineCode,CommonsenseQA,0.6560196560196561,,,,Question Answering,Coding,acc,0.656,1.0037593984962407,0.9978779999402253
Mistral,0.1,RefineCode,e-SNLI,0.5579193811074918,,,,NLI,Coding,acc,0.558,1.0337608449641644,1.006677796327212
Mistral,0.1,RefineCode,MAWPS,0.6115384615384616,,,,Mathematical Reasoning,Coding,acc,0.612,1.0095238095238097,0.9926863572433193
Mistral,0.1,RefineCode,RACE,0.7490879610863397,,,,Question Answering,Coding,acc,0.749,0.9989189189189188,0.9978779999402253
Mistral,0.1,RefineCode,RTE,0.5270758122743683,,,,NLI,Coding,acc,0.527,1.0,1.006677796327212
Mistral,0.1,RefineCode,SVAMP,0.46,,,,Mathematical Reasoning,Coding,acc,0.46,0.9324324324324326,0.9926863572433193
Mistral,0.1,RefineCode,WinoGrande,0.5880031570639306,,,,Question Answering,Coding,acc,0.588,0.9933333333333335,0.9978779999402253
Mistral,0.1,OSCAR,ANLI,0.326,,,,NLI,Language Modeling,acc,0.326,1.003076923076923,1.0025280228953015
Mistral,0.1,OSCAR,BoolQ,0.789296636085627,,,,Question Answering,Language Modeling,acc,0.789,0.9984526112185688,0.9986192055949072
Mistral,0.1,OSCAR,CommonsenseQA,0.6486486486486487,,,,Question Answering,Language Modeling,acc,0.649,0.9924812030075189,0.9986192055949072
Mistral,0.1,OSCAR,e-SNLI,0.5458061889250815,,,,NLI,Language Modeling,acc,0.546,1.01131648434553,1.0025280228953015
Mistral,0.1,OSCAR,MAWPS,0.6134615384615385,,,,Mathematical Reasoning,Language Modeling,acc,0.613,1.0126984126984129,1.0027004219409286
Mistral,0.1,OSCAR,RACE,0.7490879610863397,,,,Question Answering,Language Modeling,acc,0.749,0.9989189189189188,0.9986192055949072
Mistral,0.1,OSCAR,RTE,0.5270758122743683,,,,NLI,Language Modeling,acc,0.527,1.0,1.0025280228953015
Mistral,0.1,OSCAR,SVAMP,0.48,,,,Mathematical Reasoning,Language Modeling,acc,0.48,0.972972972972973,1.0027004219409286
Mistral,0.1,OSCAR,WinoGrande,0.5951065509076559,,,,Question Answering,Language Modeling,acc,0.595,1.0053333333333334,0.9986192055949072
Mistral,0.1,Pile,ANLI,0.325,,,,NLI,Language Modeling,acc,0.325,1.0,1.0025280228953015
Mistral,0.1,Pile,BoolQ,0.7902140672782875,,,,Question Answering,Language Modeling,acc,0.79,0.9996131528046421,0.9986192055949072
Mistral,0.1,Pile,CommonsenseQA,0.6486486486486487,,,,Question Answering,Language Modeling,acc,0.649,0.9924812030075189,0.9986192055949072
Mistral,0.1,Pile,e-SNLI,0.5566978827361564,,,,NLI,Language Modeling,acc,0.557,1.0314975480950586,1.0025280228953015
Mistral,0.1,Pile,MAWPS,0.6153846153846154,,,,Mathematical Reasoning,Language Modeling,acc,0.615,1.015873015873016,1.0027004219409286
Mistral,0.1,Pile,RACE,0.7488852857721929,,,,Question Answering,Language Modeling,acc,0.749,0.9986486486486486,0.9986192055949072
Mistral,0.1,Pile,RTE,0.5270758122743683,,,,NLI,Language Modeling,acc,0.527,1.0,1.0025280228953015
Mistral,0.1,Pile,SVAMP,0.48,,,,Mathematical Reasoning,Language Modeling,acc,0.48,0.972972972972973,1.0027004219409286
Mistral,0.1,Pile,WinoGrande,0.5927387529597474,,,,Question Answering,Language Modeling,acc,0.593,1.0013333333333334,0.9986192055949072
Mistral,0.1,RACE,ANLI,0.324,,,,NLI,Question Answering,acc,0.324,0.9969230769230769,0.9977343191032673
Mistral,0.1,RACE,BoolQ,0.7923547400611621,,,,Question Answering,Question Answering,acc,0.792,1.002321083172147,1.0
Mistral,0.1,RACE,CommonsenseQA,0.6502866502866503,,,,Question Answering,Question Answering,acc,0.65,0.9949874686716793,1.0
Mistral,0.1,RACE,e-SNLI,0.5702361563517915,,,,NLI,Question Answering,acc,0.57,1.0565824217276498,0.9977343191032673
Mistral,0.1,RACE,MAWPS,0.6134615384615385,,,,Mathematical Reasoning,Question Answering,acc,0.613,1.0126984126984129,1.000210970464135
Mistral,0.1,RACE,RACE,0.7496959870287799,,,,Question Answering,Question Answering,acc,0.75,0.9997297297297297,1.0
Mistral,0.1,RACE,RTE,0.5270758122743683,,,,NLI,Question Answering,acc,0.527,1.0,0.9977343191032673
Mistral,0.1,RACE,SVAMP,0.4833333333333333,,,,Mathematical Reasoning,Question Answering,acc,0.483,0.9797297297297297,1.000210970464135
Mistral,0.1,RACE,WinoGrande,0.5990528808208366,,,,Question Answering,Question Answering,acc,0.599,1.012,1.0
Mistral,0.1,RedPajama,ANLI,0.318,,,,NLI,Language Modeling,acc,0.318,0.9784615384615385,1.0025280228953015
Mistral,0.1,RedPajama,BoolQ,0.791131498470948,,,,Question Answering,Language Modeling,acc,0.791,1.0007736943907157,0.9986192055949072
Mistral,0.1,RedPajama,CommonsenseQA,0.6552006552006552,,,,Question Answering,Language Modeling,acc,0.655,1.0025062656641603,0.9986192055949072
Mistral,0.1,RedPajama,e-SNLI,0.5539495114006515,,,,NLI,Language Modeling,acc,0.554,1.02640513013957,1.0025280228953015
Mistral,0.1,RedPajama,MAWPS,0.6096153846153847,,,,Mathematical Reasoning,Language Modeling,acc,0.61,1.0063492063492065,1.0027004219409286
Mistral,0.1,RedPajama,RACE,0.7488852857721929,,,,Question Answering,Language Modeling,acc,0.749,0.9986486486486486,0.9986192055949072
Mistral,0.1,RedPajama,RTE,0.5270758122743683,,,,NLI,Language Modeling,acc,0.527,1.0,1.0025280228953015
Mistral,0.1,RedPajama,SVAMP,0.4766666666666667,,,,Mathematical Reasoning,Language Modeling,acc,0.477,0.9662162162162163,1.0027004219409286
Mistral,0.1,RedPajama,WinoGrande,0.5966850828729282,,,,Question Answering,Language Modeling,acc,0.597,1.008,0.9986192055949072
Mistral,0.1,RTE,ANLI,0.317,,,,NLI,NLI,acc,0.317,0.9753846153846154,1.0
Mistral,0.1,RTE,BoolQ,0.7926605504587156,,,,Question Answering,NLI,acc,0.793,1.0027079303675048,0.9989539436325054
Mistral,0.1,RTE,CommonsenseQA,0.6478296478296478,,,,Question Answering,NLI,acc,0.648,0.9912280701754386,0.9989539436325054
Mistral,0.1,RTE,e-SNLI,0.5532369706840391,,,,NLI,NLI,acc,0.553,1.0250848736325915,1.0
Mistral,0.1,RTE,MAWPS,0.6076923076923076,,,,Mathematical Reasoning,NLI,acc,0.608,1.0031746031746032,0.9957805907172996
Mistral,0.1,RTE,RACE,0.7494933117146332,,,,Question Answering,NLI,acc,0.749,0.9994594594594595,0.9989539436325054
Mistral,0.1,RTE,RTE,0.5270758122743683,,,,NLI,NLI,acc,0.527,1.0,1.0
Mistral,0.1,RTE,SVAMP,0.4666666666666667,,,,Mathematical Reasoning,NLI,acc,0.467,0.945945945945946,0.9957805907172996
Mistral,0.1,RTE,WinoGrande,0.5927387529597474,,,,Question Answering,NLI,acc,0.593,1.0013333333333334,0.9989539436325054
Mistral,0.1,SVAMP,ANLI,0.316,,,,NLI,Mathematical Reasoning,acc,0.316,0.9723076923076923,0.9995230145480561
Mistral,0.1,SVAMP,BoolQ,0.7990825688073394,,,,Question Answering,Mathematical Reasoning,acc,0.799,1.0108317214700193,1.0019426761110612
Mistral,0.1,SVAMP,CommonsenseQA,0.6592956592956593,,,,Question Answering,Mathematical Reasoning,acc,0.659,1.0087719298245614,1.0019426761110612
Mistral,0.1,SVAMP,e-SNLI,0.5639250814332247,,,,NLI,Mathematical Reasoning,acc,0.564,1.0448887212372688,0.9995230145480561
Mistral,0.1,SVAMP,MAWPS,0.6096153846153847,,,,Mathematical Reasoning,Mathematical Reasoning,acc,0.61,1.0063492063492065,1.0
Mistral,0.1,SVAMP,RACE,0.7482772598297527,,,,Question Answering,Mathematical Reasoning,acc,0.748,0.9978378378378377,1.0019426761110612
Mistral,0.1,SVAMP,RTE,0.5234657039711191,,,,NLI,Mathematical Reasoning,acc,0.523,0.9931506849315067,0.9995230145480561
Mistral,0.1,SVAMP,SVAMP,0.4733333333333333,,,,Mathematical Reasoning,Mathematical Reasoning,acc,0.473,0.9594594594594594,1.0
Mistral,0.1,SVAMP,WinoGrande,0.590370955011839,,,,Question Answering,Mathematical Reasoning,acc,0.59,0.9973333333333334,1.0019426761110612
Mistral,0.1,Wikitext,ANLI,0.329,,,,NLI,Language Modeling,acc,0.329,1.0123076923076924,1.0025280228953015
Mistral,0.1,Wikitext,BoolQ,0.791131498470948,,,,Question Answering,Language Modeling,acc,0.791,1.0007736943907157,0.9986192055949072
Mistral,0.1,Wikitext,CommonsenseQA,0.6511056511056511,,,,Question Answering,Language Modeling,acc,0.651,0.9962406015037595,0.9986192055949072
Mistral,0.1,Wikitext,e-SNLI,0.5458061889250815,,,,NLI,Language Modeling,acc,0.546,1.01131648434553,1.0025280228953015
Mistral,0.1,Wikitext,MAWPS,0.6115384615384616,,,,Mathematical Reasoning,Language Modeling,acc,0.612,1.0095238095238097,1.0027004219409286
Mistral,0.1,Wikitext,RACE,0.7488852857721929,,,,Question Answering,Language Modeling,acc,0.749,0.9986486486486486,0.9986192055949072
